Label;Name;VarLabel;VarValue;Comment0;Comment1;Comment2;Table;Type
;IV_VIBEH;Medikament;1;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;PCI;2;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;ACB;3;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;Klaffeoperasjon;4;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;Klaffeop. + ACB;5;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;PCI+klaffeoperasjon;6;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;PCI+ACB;7;;;;hs_intervensjon_skjema;smallint
;IV_VIBEH;Ikke avgjort;8;Default;;;hs_intervensjon_skjema;smallint
Antall kar;KAR_PCI;;Heltall;Kar PCI behandlet;;;hs_intervensjon_skjema;smallint
Kontrastvolum (ml);KON_VOL;;;;;;hs_intervensjon_skjema;real
Endret flow LAD;LAD_ENDR;tim_efl1 - tim_flo1;;Variabler som ikke vises men lagres:;;;hs_intervensjon_skjema;smallint
LAD;LAD_PCI;;Heltall;Kar PCI behandlet;;;hs_intervensjon_skjema;smallint
Medikamenter, sett inn faste medisiner;MED_KOMM;knapp som setter inn med_till fra hs_medikament_skjema;;;;;hs_intervensjon_skjema;ntext
Medikamenter;MED_KOMM;Tekstfelt;;;;;hs_intervensjon_skjema;ntext
Failure reasons;MIS_PROS;;;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Ukjent;9;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Vellykket hovedlesjon, mislykket annen lesjon;7;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Mislykket, annen årsak;8;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Ikke plassert stent;3;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Ikke ekspandert stent;4;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Uttalte tromber med evt perifere stenoser;5;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Guide problem;6;;;;hs_intervensjon_skjema;smallint
Mislykket;MIS_PROS;Nei;0;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Ikke passert med wire/ballong;1;;;;hs_intervensjon_skjema;smallint
;MIS_PROS;Ikke åpnet totalokklusjon;2;;;;hs_intervensjon_skjema;smallint
Antall PCI dette opphold;PCI_ANT;heltall. Data lagt inn manuelt ved a) Kontroll på duplikater forus_id på intervensjonskjema b) sjekk på pci_naa;;;;;hs_intervensjon_skjema;int
Dato siste;PCI_DATO;;DATO;;;;hs_intervensjon_skjema;datetime
Dato siste;PCI_DATO;dato;;;;;hs_intervensjon_skjema;datetime
;PCI_NAA;Dersom det registreres NY INTERVENSJON (tilknyttet samme opphold/FORUS)\ så påplusses verdien 1.;;;;;hs_intervensjon_skjema;int
;PCI_NAA;NB Denne variabelen blir feil på opphold i WENBIT_CORDOBA når vi sletter prosedyre 2 (3). Derfor er variabelen nedenfor også introdusert i denne databasen;;;;;hs_intervensjon_skjema;int
Antall PCI dette opphold;PCI_NAA;Default = 1;Registreres automatisk;;;;hs_intervensjon_skjema;int
Antall PCI tidligere opphold;PCI_TIDL;heltall;Hentes fra forrige status utreise, men kan også plottes;"Gjennbruk av variabelen ""Antall defibrilleringer""";;;hs_intervensjon_skjema;int
Antall PCI totalt etter oppholdet;PCI_TOT;Default = missing;;;;;hs_intervensjon_skjema;int
;PCI_TYPE;Ukjent;9;;;;hs_intervensjon_skjema;smallint
;PCI_TYPE;Annen PCI;3;Inkluderer kun medikamentell PCI;;;hs_intervensjon_skjema;smallint
;PCI_TYPE;Mislykket PCI;4;;;;hs_intervensjon_skjema;smallint
PCI-type (skjult variabel);PCI_TYPE;Annen intervensjon;0;PCI_FORC > 1;;;hs_intervensjon_skjema;smallint
;PCI_TYPE;POBA;1;"NB problem: kombinasjon PCI + etc LASER; rmå egistrere indikasjon = PCI.";;;hs_intervensjon_skjema;smallint
;PCI_TYPE;STENT;2;;;;hs_intervensjon_skjema;smallint
Ingen problem - vellykket prosedyre;PRO_ING;Nei/Ja;0-1;;;;hs_intervensjon_skjema;bit
Rekkefølge denne PCI under oppholdet;PROS_NR;;Heltall;Oppdateres med skjema NummererPCI, bruker qryIntervensjonAntall og qryIntervensjonNummerere;Ikke lagt inn i WENBIT_CORDOBA;;hs_intervensjon_skjema;int
Endret flow RCA/PDA;RCA_ENDR;tim_efl3 - tim_flo3;;Variabler som ikke vises men lagres:;;;hs_intervensjon_skjema;smallint
RCA;RCA_PCI;;Heltall;Kar PCI behandlet;;;hs_intervensjon_skjema;smallint
Antall segmenter;SEGM_PCI;;Heltall;Kar PCI behandlet;;;hs_intervensjon_skjema;smallint
CX;SGRA_CX;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
LAD;SGRA_LAD;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
RCA;SGRA_RCA;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
SUM;SGRA_SUM;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
CX;SNAT_CX;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
LAD;SNAT_LAD;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
LMS;SNAT_LMS;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
RCA;SNAT_RCA;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
SUM;SNAT_SUM;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
CX;SPOB_CX;;Ja/Nei;Utført POBA;;;hs_intervensjon_skjema;bit
LAD;SPOB_LAD;;Ja/Nei;Utført POBA;;;hs_intervensjon_skjema;bit
RCA;SPOB_RCA;;Ja/Nei;Utført POBA;;;hs_intervensjon_skjema;bit
SUM;SPOB_SUM;;Heltall;Utført POBA;;;hs_intervensjon_skjema;smallint
CX;SSL_CX;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
LAD;SSL_LAD;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
LMS;SSL_LMS;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
RCA;SSL_RCA;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
SUM;SSL_SUM;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
;SUK_PROS;Ukjent;9;;;;hs_intervensjon_skjema;smallint
Teknisk suksess;SUK_PROS;Suksess;1;;;;hs_intervensjon_skjema;smallint
;SUK_PROS;Delvis suksess;2;;;;hs_intervensjon_skjema;smallint
;SUK_PROS;Nøytralt;3;;;;hs_intervensjon_skjema;smallint
;SUK_PROS;Forverrelse;4;;;;hs_intervensjon_skjema;smallint
Success of PCI procedure;SUK_PROS;;;;;;hs_intervensjon_skjema;smallint
CX;TGRA_CX;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
LAD;TGRA_LAD;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
RCA;TGRA_RCA;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
SUM;TGRA_SUM;;Heltall;Antall stenter i graft til karområdet;;;hs_intervensjon_skjema;smallint
;TID_ACB;ØH (< 1 uke);2;;;;hs_intervensjon_skjema;int
;TID_ACB;Prioritert (< 1 mnd);3;;;;hs_intervensjon_skjema;int
;TID_ACB;Elektivt;4;"Pasienter med ACB og ukjent tid er trolig oppdatert til denne verdien; noen av disse kan være ØH";;;hs_intervensjon_skjema;int
;TID_ACB;Ukjent;9;;;;hs_intervensjon_skjema;int
Tid til ACB;TID_ACB;Nei;0;opprettet 20.12.2004;;;hs_intervensjon_skjema;int
;TID_ACB;Direkte;1;;;;hs_intervensjon_skjema;int
Første dilatasjon:;TID_DILA;dato + klokkeslett;;Første dilatasjon (Opprettet 01.07.2004) - Symptomdebut;Tider ved STEMI;Registreres ved indikasjon 6-8;hs_intervensjon_skjema;datetime
Iskemi tid;TID_ISK;tall (minutt);;;;;hs_intervensjon_skjema;int
Tidligere PCI;TIDL_PCI;Nei / Ja;0 / 1;;;;hs_intervensjon_skjema;smallint
PCI;TIDL_PCI;Nei / Ja;0 / 1;;;;hs_intervensjon_skjema;smallint
LAD (0-3);TIM_EFL1;grad 0-3;0-3;TIMI_FLOW ETTER BEHANDLING;;;hs_intervensjon_skjema;smallint
CX (0-3);TIM_EFL2;grad 0-3;0-3;TIMI_FLOW ETTER BEHANDLING;;;hs_intervensjon_skjema;smallint
RCA/PDA (0-3);TIM_EFL3;grad 0-3;0-3;TIMI_FLOW ETTER BEHANDLING;;;hs_intervensjon_skjema;smallint
LAD (0-3);TIM_FLO1;grad 0-3;0-3;TIMI_FLOW FØR BEHANDLING;Default = missing (skjema kan ikke lagres);;hs_intervensjon_skjema;smallint
CX (0-3);TIM_FLO2;grad 0-3;0-3;TIMI_FLOW FØR BEHANDLING;;;hs_intervensjon_skjema;smallint
RCA/PDA (0-3);TIM_FLO3;grad 0-3;0-3;TIMI_FLOW FØR BEHANDLING;;;hs_intervensjon_skjema;smallint
CX;TNAT_CX;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
LAD;TNAT_LAD;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
LMS;TNAT_LMS;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
RCA;TNAT_RCA;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
SUM;TNAT_SUM;;Heltall;Antall stenter i native kar;;;hs_intervensjon_skjema;smallint
CX;TPOB_CX;;Ja/Nei;Utført POBA;;;hs_intervensjon_skjema;bit
LAD;TPOB_LAD;;Ja/Nei;Utført POBA;;;hs_intervensjon_skjema;bit
RCA;TPOB_RCA;;Ja/Nei;Utført POBA;;;hs_intervensjon_skjema;bit
SUM;TPOB_SUM;;Heltall;Utført POBA;;;hs_intervensjon_skjema;smallint
CX;TSL_CX;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
LAD;TSL_LAD;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
LMS;TSL_LMS;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
RCA;TSL_RCA;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
SUM;TSL_SUM;;Heltall;Sum lengde alle stenter;;;hs_intervensjon_skjema;smallint
Undervisningscase;UND_CASE;Nei/Ja;0-1;;;;hs_intervensjon_skjema;bit
Undervisningscase;UND_CASE;sann / Usann;1/0?;;;;hs_intervensjon_skjema;bit
Kommentar undervisningscase;UND_KOMM;Tekst;;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;ACB;3;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Annen operasjon;4;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Medikament;1;Denne er erstattet av samme variabel som på CATCOR sommeren 2005;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Ny PCI;2;Se kommentarer på denne;;;hs_intervensjon_skjema;ntext
Kommentar;UND_KOMM;TEKSTFELT;;;;;hs_intervensjon_skjema;ntext
Videre behandling;UND_KOMM;Nei;0;Opprinnelig variabel.;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Ukjent;9;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Second opinion;7;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Ikke avgjort;8;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Laser;5;;;;hs_intervensjon_skjema;ntext
;UND_KOMM;Annen behandling;6;;;;hs_intervensjon_skjema;ntext
WENBIT Date of baseline coronary angiography;UTR_DATO;;;;;;hs_intervensjon_skjema;datetime
Utrednings dato;UTR_DATO;Hentes fra CATCOR;Dato;Kan evt endres;;;hs_intervensjon_skjema;datetime
Utredningsdato;UTR_DATO;;Dato;Automatisk=dagens dato;Kan evt endres;;hs_intervensjon_skjema;datetime
;upsize_ts;;;;;;hs_intervensjon_stent;timestamp
;OSTIAL;;;;;;hs_intervensjon_stent;int
;REKKEF;;;;;;hs_intervensjon_stent;int
;ST_TYPE;;;;;;hs_intervensjon_stent;int
;DILAT;;;;;;hs_intervensjon_stent;real
;BIF_PCI;;;;;;hs_intervensjon_stent;int
Aneurysme;ANEU;Ja/Nei;;;;;hs_intervensjon_stent;bit
Bifurkasjon;BIFURK;Ja/Nei;;;;;hs_intervensjon_stent;bit
Diameter;DIAM;Flyttall, 2 desimaler;;Diameter 2.9 mm er satt på ukjente diametre, data fra MINERVA;;;hs_intervensjon_stent;real
Firma;FIRMA;AVE;1;;;;hs_intervensjon_stent;int
;FIRMA;BioCompatibles;2;;;;hs_intervensjon_stent;int
;FIRMA;Boston;3;;;;hs_intervensjon_stent;int
;FIRMA;Cordis;4;;;;hs_intervensjon_stent;int
;FIRMA;Guidant;5;;;;hs_intervensjon_stent;int
;FIRMA;JoMed;6;;;;hs_intervensjon_stent;int
;FIRMA;Annet firma;7;;;;hs_intervensjon_stent;int
;FIRMA;"Det må legges til nye firma etter behov; en fordel om disse ordnes alfabetisk slik at nummerrekkefølgen etter hvert ikke stemmer";;;;;hs_intervensjon_stent;int
Id som kobler til opphold;Forus_id;;;;;;hs_intervensjon_stent;int
FORUS-id;Forus_id;Legges ainn utomatisk fra FORUS;;;;;hs_intervensjon_stent;int
Id som kobler til opphold;Forus_id;;Legges inn automatisk fra FORUS;;;;hs_intervensjon_stent;int
Id som kobler til opphold;Forus_id;;Heltall. Auto-genereres. Kopieres til alle andre moduler når det lagres data i disse.;;;;hs_intervensjon_stent;int
forus_id;Forus_id;;;Alle data innhentes via oppkopling mot LKB-databasen………;;;hs_intervensjon_stent;int
FORUS-id;Forus_id;Legges inn automatsik fra FORUS;;;;;hs_intervensjon_stent;int
FORUS-id;Forus_id;;Legges inn automatisk fra FORUS;;;;hs_intervensjon_stent;int
;Forus_id;;;Forus_id;;;hs_intervensjon_stent;int
Intervensjons_ID;Intervensjon_id;;;;;;hs_intervensjon_stent;int
Id som kobler til spesifikk intervensjon;Intervensjon_id;;;;;;hs_intervensjon_stent;int
Karområde;KAR;RCA AV / PL;0;;;;hs_intervensjon_stent;int
;KAR;RCA proks;1;;;;hs_intervensjon_stent;int
;KAR;RCA mid;2;;;;hs_intervensjon_stent;int
;KAR;RCA dist;3;;;;hs_intervensjon_stent;int
;KAR;RCA PDA;4;;;;hs_intervensjon_stent;int
;KAR;LMS;5;;;;hs_intervensjon_stent;int
;KAR;LAD proks;6;;;;hs_intervensjon_stent;int
;KAR;LAD mid;7;;;;hs_intervensjon_stent;int
;KAR;LAD dist;8;;;;hs_intervensjon_stent;int
;KAR;LAD diag1;9;;;;hs_intervensjon_stent;int
;KAR;LAD diag2;10;;;;hs_intervensjon_stent;int
;KAR;CX proks;11;;;;hs_intervensjon_stent;int
;KAR;CX OM1;12;;;;hs_intervensjon_stent;int
;KAR;CX mid;13;;;;hs_intervensjon_stent;int
;KAR;CX OM2;14;;;;hs_intervensjon_stent;int
;KAR;CX PDA;15;;;;hs_intervensjon_stent;int
;KAR;ABG - RCA dist;203;;;;hs_intervensjon_stent;int
;KAR;ABG - RCA PDA;204;;;;hs_intervensjon_stent;int
;KAR;ABG - RCA AV / PL;200;;;;hs_intervensjon_stent;int
;KAR;ABG - LAD mid;207;;;;hs_intervensjon_stent;int
;KAR;ABG - LAD dist;208;;;;hs_intervensjon_stent;int
;KAR;ABG - LAD diag 1;209;;;;hs_intervensjon_stent;int
;KAR;ABG - LAD diag 2;210;;;;hs_intervensjon_stent;int
;KAR;ABG - OM1;212;;;;hs_intervensjon_stent;int
;KAR;ABG - OM2;214;;;;hs_intervensjon_stent;int
;KAR;ABG - CX PDA;215;;;;hs_intervensjon_stent;int
;KAR;VBG - RCA dist;303;;;;hs_intervensjon_stent;int
;KAR;VBG - RCA PDA;304;;;;hs_intervensjon_stent;int
;KAR;VBG - RCA AV / PL;300;;;;hs_intervensjon_stent;int
;KAR;VBG - LAD mid;307;;;;hs_intervensjon_stent;int
;KAR;VBG - LAD dist;308;;;;hs_intervensjon_stent;int
;KAR;VBG - LAD diag 1;309;;;;hs_intervensjon_stent;int
;KAR;VBG - LAD diag 1;310;;;;hs_intervensjon_stent;int
;KAR;VBG - OM1;312;;;;hs_intervensjon_stent;int
;KAR;VBG - OM2;314;;;;hs_intervensjon_stent;int
;KAR;VBG - CX PDA;315;;;;hs_intervensjon_stent;int
;KAR;Ukjent;99;;;;hs_intervensjon_stent;int
Kron.Okkl.;KRONOKKL;Ja/Nei;oppdert fra tidligere ostial-variabel, dato som over;;;;hs_intervensjon_stent;bit
Lengde;LENGDE;Heltall;;Lengde 11 mm er satt på ukjente diametre, data fra MINERVA;;;hs_intervensjon_stent;int
Lesjon type;LESJ_TYP;Type 1;1;Type A hos NPCI osv;;;hs_intervensjon_stent;int
;LESJ_TYP;Type 2;2;Type B;;;hs_intervensjon_stent;int
;LESJ_TYP;Type 3;3;Type C;;;hs_intervensjon_stent;int
;LESJ_TYP;Ukjent;9;Ukjent;;;hs_intervensjon_stent;int
;LESJ_TYP;- kategori 9 er ny hos oss 03.08.2007. Oppdaterer gamle data, seter missing til 9. Fjerner samtidig kategori 0 og oppdaterer til verdi 2 ved Lesjon 4  og 3 ved Lesjon 5;;;;;hs_intervensjon_stent;int
Lesjon;LESJON;De-Novo;1;Variabelen omdefinert 24.05.2007;;;hs_intervensjon_stent;int
Oppdatert variabel 24.05.2007;LESJON;Réstenose;2;;;;hs_intervensjon_stent;int
;LESJON;Stenttrombose;3;;;;hs_intervensjon_stent;int
;LESJON;Disseksjon;4;;;;hs_intervensjon_stent;int
;LESJON;Perforasjon;5;;;;hs_intervensjon_stent;int
;LESJON;Plakk skift;6;;;;hs_intervensjon_stent;int
;LESJON;Geografisk bom;7;Ny;;;hs_intervensjon_stent;int
;LESJON;Ukjent;9;;;;hs_intervensjon_stent;int
Modell;MODELL;"Alternativ avhenger av Firma; se egen tabell: variabel_verdier_stentmodell";;;;;hs_intervensjon_stent;int
;MODELL;POBA;0;;;;hs_intervensjon_stent;int
Graft;NAT_GRA;Nei;0;;;;hs_intervensjon_stent;int
;NAT_GRA;Via graft;1;;;;hs_intervensjon_stent;int
;NAT_GRA;Proksimal;2;;;;hs_intervensjon_stent;int
;NAT_GRA;Body;3;;;;hs_intervensjon_stent;int
;NAT_GRA;Innsying;4;;;;hs_intervensjon_stent;int
;NAT_GRA;Uspesifisert;9;;;;hs_intervensjon_stent;int
Ostial;OSTOKKL;Ja/Nei;oppdert fra tidligere ostial-variabel, siste dato 26.05.2004;;;;hs_intervensjon_stent;bit
Bifurkasjon PCI;SP_STENT;Nei;0;NB De fleste har verdi 0;;;hs_intervensjon_stent;int
;SP_STENT;Crush-Stenting;1;;;;hs_intervensjon_stent;int
;SP_STENT;T-Stenting;2;;;;hs_intervensjon_stent;int
;SP_STENT;Kissing Stent;3;;;;hs_intervensjon_stent;int
;SP_STENT;Annen;4;;;;hs_intervensjon_stent;int
;SP_STENT;Dilatert til sidegren;5;;;;hs_intervensjon_stent;int
;SP_STENT;Ukjent;9;;;;hs_intervensjon_stent;int
Unik id for stenten;stent_id;;;Her lagres hver stent i egen rad. Stenten lagres med følgende felt:;KNAPP: Registrer dagens PCI;Lagres i egen tabell: hs_intervensjon_stent;hs_intervensjon_stent;int
Sum lengde;SUM_LEN;Summerer i stentskejma sum lengde av alle POBA ballonger og stenter. Bør vel kunne utgå;;;;;hs_intervensjon_stent;int
;PCI_FORC;;;;;;hs_iv;smallint
;IV_KLIN;;;;;;hs_iv;smallint
;upsize_ts;;;;;;hs_iv;timestamp
;TID_DOR;;;;;;hs_iv;int
;PRO_DISS;;;;;;hs_iv;bit
;PRO_DIST;;;;;;hs_iv;bit
;FVR_BAS;;;;;;hs_iv;real
;LAGRET;;;;;;hs_iv;bit
;TPOB_LMS;;;;;;hs_iv;bit
;SJOK_FOR;;;;;;hs_iv;bit
;STOT_SUM;;;;;;hs_iv;smallint
;INT_SH;;;;;;hs_iv;int
;STOT_LAD;;;;;;hs_iv;smallint
;FVR_MAX;;;;;;hs_iv;real
;DUMMY;;;;;;hs_iv;nvarchar
;IV_CKMB;;;;;;hs_iv;real
;STOT_RCA;;;;;;hs_iv;smallint
;PRO_TROM;;;;;;hs_iv;bit
;STOT_CX;;;;;;hs_iv;smallint
;RESP_BEH;;;;;;hs_iv;bit
;SPOB_LMS;;;;;;hs_iv;bit
;IV_ACB;;;;;;hs_iv;int
;OKL_SIDE;;;;;;hs_iv;bit
;FFR_KAR;;;;;;hs_iv;int
;IV_TNT;;;;;;hs_iv;real
;DPOB_LMS;;;;;;hs_iv;bit
Kar med bedret flow;BEDR_FLO;Sum av antall med verdi > 0 av tre foregående;;Variabler som ikke vises men lagres:;;;hs_iv;smallint
Endret flow CX;CX_ENDR;tim_efl2 - tim_flo2;;Variabler som ikke vises men lagres:;;;hs_iv;smallint
CX;CX_PCI;;Heltall;Kar PCI behandlet;;;hs_iv;smallint
CX;DGRA_CX;;Heltall;Antall stenter i graft til karområdet;;;hs_iv;smallint
LAD;DGRA_LAD;;Heltall;Antall stenter i graft til karområdet;;;hs_iv;smallint
RCA;DGRA_RCA;;Heltall;Antall stenter i graft til karområdet;;;hs_iv;smallint
SUM;DGRA_SUM;;Heltall;Antall stenter i graft til karområdet;;;hs_iv;smallint
CX;DNAT_CX;;Heltall;Antall stenter i native kar;;;hs_iv;smallint
LAD;DNAT_LAD;;Heltall;Antall stenter i native kar;;;hs_iv;smallint
LMS;DNAT_LMS;;Heltall;Antall stenter i native kar;;;hs_iv;smallint
RCA;DNAT_RCA;;Heltall;Antall stenter i native kar;;;hs_iv;smallint
SUM;DNAT_SUM;;Heltall;Antall stenter i native kar;;;hs_iv;smallint
CX;DPOB_CX;;Ja/Nei;Utført POBA;;;hs_iv;bit
LAD;DPOB_LAD;;Ja/Nei;Utført POBA;;;hs_iv;bit
RCA;DPOB_RCA;;Ja/Nei;Utført POBA;;;hs_iv;bit
SUM;DPOB_SUM;;Heltall;Utført POBA;;;hs_iv;smallint
Number of POBA procedures this intervention;DPOB_SUM;;;;;;hs_iv;smallint
CX;DSL_CX;;Heltall;Sum lengde alle stenter;;;hs_iv;smallint
LAD;DSL_LAD;;Heltall;Sum lengde alle stenter;;;hs_iv;smallint
LMS;DSL_LMS;;Heltall;Sum lengde alle stenter;;;hs_iv;smallint
RCA;DSL_RCA;;Heltall;Sum lengde alle stenter;;;hs_iv;smallint
SUM;DSL_SUM;;Heltall;Sum lengde alle stenter;;;hs_iv;smallint
CX;DTOT_CX;;Heltall;Sum antall stenter;;;hs_iv;smallint
LAD;DTOT_LAD;;Heltall;Sum antall stenter;;;hs_iv;smallint
RCA;DTOT_RCA;;Heltall;Sum antall stenter;;;hs_iv;smallint
SUM;DTOT_SUM;;Heltall;Sum antall stenter;;;hs_iv;smallint
Number of stent procedures this intervention;DTOT_SUM;;;;;;hs_iv;smallint
FFR etter;FFR_ETR;;Flyttall;;;;hs_iv;real
FFR etter;FFR_ETR;;Flyttall;;;;hs_iv;real
FFR før;FFR_FOR;;Flyttall;;;;hs_iv;real
FFR før;FFR_FOR;;Flyttall;;;;hs_iv;real
Id som kobler til opphold;Forus_id;;;;;;hs_iv;int
FORUS-id;Forus_id;Legges ainn utomatisk fra FORUS;;;;;hs_iv;int
Id som kobler til opphold;Forus_id;;Legges inn automatisk fra FORUS;;;;hs_iv;int
Id som kobler til opphold;Forus_id;;Heltall. Auto-genereres. Kopieres til alle andre moduler når det lagres data i disse.;;;;hs_iv;int
FORUS-id;Forus_id;;Legges inn automatisk fra FORUS;;;;hs_iv;int
FORUS-id;Forus_id;Legges inn automatsik fra FORUS;;;;;hs_iv;int
forus_id;Forus_id;;;Alle data innhentes via oppkopling mot LKB-databasen………;;;hs_iv;int
;Forus_id;;;Forus_id;;;hs_iv;int
Ekstrasystolisk gradient etter;GRAD_ETR;;;;;;hs_iv;int
Ekstrasystolisk gradient før behandling;GRAD_FOR;;;;;;hs_iv;int
Abnormal BT-respons ved arbeidsbelastning;HO_BTRES;;Ja/Nei;;;;hs_iv;bit
Høyrisiko genetisk defekt;HO_GEN;;Ja/Nei;;;;hs_iv;bit
Hjertestans;HO_HJSTA;;Ja/Nei;Eget skjema  hs_intervensjon_hocm for registrering av HOCM;;;hs_iv;bit
ICD-Indikasjon;HO_INDIK;;Ja/Nei;;;;hs_iv;bit
Ikke-vedvarende VT;HO_IVVT;;Ja/Nei;;;;hs_iv;bit
Mikrovaskulær obstruksjon ved scintigrafi eller MR;HO_MIKRO;;Ja/Nei;;;;hs_iv;bit
Mors subita <40 år hos førstegradsslektining med HCM;HO_MS1;;Ja/Nei;;;;hs_iv;bit
Mors subita <40 år hos ytterligere førstegradsslektining;HO_MS2;;Ja/Nei;;;;hs_iv;bit
Obstruksjon i utløpstraktus av venstre ventrikkel;HO_OBS;;Ja/Nei;;;;hs_iv;bit
Sum hovedrisikofaktorer;HO_SUMH;;Heltall;;;;hs_iv;smallint
Sum minorrisikofaktorer;HO_SUMM;;Heltall;;;;hs_iv;smallint
Minst 2 uforklarlige sycoper siste år;HO_SYNC;;Ja/Nei;;;;hs_iv;bit
Spontan vedvarende VT;HO_VVT;;Ja/Nei;;;;hs_iv;bit
VV-tykkelse >30mm;HO_VVTYK;;Ja/Nei;;;;hs_iv;bit
Hvilegradient før behandling;HVIL_ETR;;;;;;hs_iv;int
Hvilegradient før behandling;HVIL_FOR;;;HOCM;;;hs_iv;int
;INF_ART;RCA dist;3;;;;hs_iv;int
;INF_ART;RCA mid;2;;;;hs_iv;int
;INF_ART;RCA proks;1;;;;hs_iv;int
Infarktrelatert arterie;INF_ART;RCA AV / PL;0;Registreres ved indikasjon 6-14;NEI;;hs_iv;int
;INF_ART;CX proks;11;;;;hs_iv;int
;INF_ART;LAD diag2;10;;;;hs_iv;int
;INF_ART;LAD diag1;9;;;;hs_iv;int
;INF_ART;LAD dist;8;;;;hs_iv;int
;INF_ART;LAD mid;7;;;;hs_iv;int
;INF_ART;LAD proks;6;;;;hs_iv;int
;INF_ART;LMS;5;;;;hs_iv;int
;INF_ART;RCA PDA;4;;;;hs_iv;int
;INF_ART;Ukjent;99;;;;hs_iv;int
;INF_ART;VBG - CX PDA;315;;;;hs_iv;int
;INF_ART;VBG - OM2;314;;;;hs_iv;int
;INF_ART;VBG - OM1;312;;;;hs_iv;int
;INF_ART;VBG - LAD diag 1;310;;;;hs_iv;int
;INF_ART;VBG - LAD diag 1;309;;;;hs_iv;int
;INF_ART;VBG - LAD dist;308;;;;hs_iv;int
;INF_ART;VBG - LAD mid;307;;;;hs_iv;int
;INF_ART;VBG - RCA AV / PL;300;;;;hs_iv;int
;INF_ART;VBG - RCA PDA;304;;;;hs_iv;int
;INF_ART;VBG - RCA dist;303;;;;hs_iv;int
;INF_ART;ABG - CX PDA;215;;;;hs_iv;int
;INF_ART;ABG - OM2;214;;;;hs_iv;int
;INF_ART;ABG - OM1;212;;;;hs_iv;int
;INF_ART;ABG - LAD diag 2;210;;;;hs_iv;int
;INF_ART;ABG - LAD diag 1;209;;;;hs_iv;int
;INF_ART;ABG - LAD dist;208;;;;hs_iv;int
;INF_ART;ABG - LAD mid;207;;;;hs_iv;int
;INF_ART;ABG - RCA AV / PL;200;;;;hs_iv;int
;INF_ART;ABG - RCA PDA;204;;;;hs_iv;int
;INF_ART;ABG - RCA dist;203;;;;hs_iv;int
;INF_ART;CX PDA;15;;;;hs_iv;int
;INF_ART;CX OM2;14;;;;hs_iv;int
;INF_ART;CX mid;13;;;;hs_iv;int
